home_ownership,annual_inc,purpose,inq_last_6mths,open_acc
RENT,42000,n/a,,8
n/a,95000,debt_consolidation,0,8
RENT,35000,debt_consolidation,0,
RENT,24000,debt_consolidation,1,5
MORTGAGE,73600,n/a,,11
RENT,50000,credit_card,3,8
RENT,,,0,3
RENT,71000,debt_consolidation,0,4
RENT,40000,debt_consolidation,0,7
MORTGAGE,65000,small_business,0,8
OWN,99000,n/a,2,5
 ,56004,home_improvement,1,
RENT,30000,n/a,1,8
,54000,debt_consolidation,2,8
MORTGAGE,,debt_consolidation,3,18
OWN,28944,n/a,2,
OWN,79768, ,,6
RENT,52000,debt_consolidation,0,7
,90000,n/a,1,14
n/a,70000, ,0,13
MORTGAGE,62352,car,0,9
RENT,35000,credit_card,0,
RENT,,moving,0,5
RENT,42000,other,0,
RENT,46440,n/a,0,
OWN,,,2,9
MORTGAGE,112000,home_improvement,3,10
MORTGAGE,57200,home_improvement,0,5
"",65000,debt_consolidation,1,10
MORTGAGE,,debt_consolidation,0,9
RENT,, ,0,5
MORTGAGE,55000,,1,
RENT,39600,debt_consolidation,0,7
n/a,43000,debt_consolidation,2,9
RENT,36000,debt_consolidation,1,4
RENT,33000,debt_consolidation,0,
RENT,24000,debt_consolidation,0,
n/a,,home_improvement,0,18
"",80000,debt_consolidation,0,13
RENT,48000,debt_consolidation,0,4
 ,40000,major_purchase,0,4
MORTGAGE,117000,debt_consolidation,1,12
MORTGAGE,1e+05,debt_consolidation,4,16
RENT,54000,debt_consolidation,1,
MORTGAGE,,debt_consolidation,0,9
RENT,50000,debt_consolidation,0,8
RENT,180000,small_business,1,5
"",75000,n/a,0,17
RENT,30000,major_purchase,1,7
 ,,n/a,1,8
 ,65000,,0,6
MORTGAGE,108060,credit_card,2,
MORTGAGE,90960,debt_consolidation,1,
 ,15600,moving,0,4
 ,30000,"",0,6
MORTGAGE,48000,debt_consolidation,0,7
n/a,33000, ,0,9
RENT,58947,n/a,0,9
RENT,11340,"",0,9
OWN,37000,n/a,0,
,30000,other,0,7
OWN,95000,vacation,2,13
n/a,84500,debt_consolidation,1,8
 ,48879,n/a,3,8
"",55000,debt_consolidation,1,12
n/a,45000,car,1,7
MORTGAGE,85000,credit_card,0,
"",130000,debt_consolidation,,11
n/a,17280,debt_consolidation,,7
RENT,19000,,1,
,,debt_consolidation,1,
RENT,,"",,
MORTGAGE,80000, ,0,8
RENT,36000,other,1,
,43000,credit_card,1,7
MORTGAGE,59000, ,0,
MORTGAGE,49152,home_improvement,1,23
RENT,24000,credit_card,0,7
 ,75000,debt_consolidation,0,
n/a,,major_purchase,0,6
RENT,39870,home_improvement,2,8
RENT,60000,n/a,0,11
RENT,80000,credit_card,1,8
RENT,45000,other,1,4
RENT,48000,n/a,0,8
,, ,1,
,48000,debt_consolidation,,10
n/a,37500,debt_consolidation,1,9
RENT,39000,,0,6
RENT,60000,major_purchase,1,6
MORTGAGE,75000,small_business,0,14
OWN,,n/a,3,9
RENT,42000,debt_consolidation,0,4
RENT,55000,credit_card,1,4
RENT,68000, ,0,11
MORTGAGE,,debt_consolidation,0,8
RENT,68000,debt_consolidation,0,8
RENT,92000,debt_consolidation,0,
MORTGAGE,55000,major_purchase,2,15
RENT,65000,debt_consolidation,1,6
RENT,50000,credit_card,0,18
RENT,51000,"",0,
MORTGAGE,43000,debt_consolidation,,6
RENT,30000,debt_consolidation,1,11
 ,180000,debt_consolidation,0,8
 ,65000,debt_consolidation,0,7
MORTGAGE,125000,debt_consolidation,,18
MORTGAGE,72000,debt_consolidation,0,8
RENT,21600,other,0,2
RENT,,vacation,1,
 ,,credit_card,0,
MORTGAGE,135800,,2,11
n/a,56791,"",0,10
OWN,73440,debt_consolidation,1,8
RENT,93000,credit_card,0,
RENT,45000,credit_card,2,
OWN,33000,,1,
RENT,,,0,8
 ,85000,,0,
RENT,46000,debt_consolidation,1,9
MORTGAGE,48000,debt_consolidation,0,8
n/a,,credit_card,0,8
RENT,35000,,1,
RENT,50000,debt_consolidation,1,7
"",96000,credit_card,0,
"",32000,n/a,3,14
n/a,39420,other,3,
OWN,15000,major_purchase,0,7
 ,48000,debt_consolidation,0,11
RENT,81500,"",0,7
"",48000,,3,11
n/a,60400,n/a,1,3
RENT,50000,credit_card,2,14
MORTGAGE,72000,credit_card,0,
MORTGAGE,140000,n/a,,4
RENT,72000,,2,7
 ,68000,debt_consolidation,0,9
MORTGAGE,72000,n/a,1,12
RENT,84000,credit_card,3,12
RENT,75000,credit_card,1,
 ,60000,"",0,7
MORTGAGE,42000,small_business,1,9
RENT,,major_purchase,0,4
OWN,77000,"",0,19
OWN,72800,debt_consolidation,1,11
n/a,75000,"",0,13
RENT,,debt_consolidation,0,14
MORTGAGE,,debt_consolidation,2,9
MORTGAGE,57000,vacation,0,
RENT,61234,debt_consolidation,0,13
MORTGAGE,26453,debt_consolidation,2,10
n/a,,debt_consolidation,0,
RENT,24000,credit_card,1,9
RENT,,credit_card,0,12
RENT,29000,credit_card,0,11
n/a,40000,debt_consolidation,0,11
"",64800,car,0,6
 ,277000,other,0,4
n/a,80856,,1,6
MORTGAGE,65004,other,0,4
RENT,110000,,2,10
RENT,220000,small_business,2,
"",,debt_consolidation,,9
RENT,,debt_consolidation,0,22
MORTGAGE,75000,debt_consolidation,0,6
MORTGAGE,75000,debt_consolidation,1,10
RENT,12000,wedding,2,
RENT,52000,credit_card,1,15
MORTGAGE,130000,n/a,1,8
MORTGAGE,60000,home_improvement,0,11
MORTGAGE,95000,debt_consolidation,3,14
n/a,53000,other,0,6
MORTGAGE,,,0,
RENT,77000,,0,7
RENT,162000,debt_consolidation,1,17
"",76800,home_improvement,0,15
RENT,,,0,7
MORTGAGE,60000,debt_consolidation,,14
MORTGAGE,33000,small_business,1,11
RENT,,wedding,1,11
RENT,40000,"",2,
RENT,60000,,2,11
RENT,27840,debt_consolidation,0,7
,150000,debt_consolidation,2,10
MORTGAGE,46000,debt_consolidation,2,8
MORTGAGE,100500,n/a,1,9
MORTGAGE,,house,1,16
MORTGAGE,,n/a,0,
RENT,10000,medical,0,
RENT,54000,debt_consolidation,0,9
MORTGAGE,150000,home_improvement,,12
MORTGAGE,1e+05,debt_consolidation,1,5
MORTGAGE,110000,debt_consolidation,1,17
RENT,73000,"",0,9
MORTGAGE,,debt_consolidation,0,10
MORTGAGE,80000,debt_consolidation,0,
RENT,30000,n/a,0,
MORTGAGE,,debt_consolidation,0,8
RENT,60000, ,1,6
MORTGAGE,120000,debt_consolidation,1,5
MORTGAGE,80000,n/a,2,9
 ,54000,credit_card,,7
RENT,106000,n/a,2,9
RENT,80000,"",3,
MORTGAGE,35000,debt_consolidation,4,4
RENT,,wedding,0,
RENT,35000,wedding,0,4
MORTGAGE,60000, ,2,15
MORTGAGE,58000, ,1,11
MORTGAGE,101657,debt_consolidation,2,
,80000,wedding,0,7
RENT,55200,car,0,7
 ,,debt_consolidation,0,6
RENT,49000,,1,
MORTGAGE,80000,debt_consolidation,2,8
MORTGAGE,42000,debt_consolidation,0,6
n/a,62000, ,1,4
RENT,37947,credit_card,0,
RENT,53000,major_purchase,2,3
RENT,40000,n/a,2,
RENT,18000,moving,0,5
RENT,88000,debt_consolidation,0,16
RENT,,debt_consolidation,0,15
RENT,40000,n/a,,12
MORTGAGE,120000,credit_card,1,12
MORTGAGE,55000,debt_consolidation,0,10
MORTGAGE,180000,debt_consolidation,0,
MORTGAGE,118000,home_improvement,3,8
MORTGAGE,110000,wedding,2,20
MORTGAGE,102000,small_business,0,5
RENT,24000,,0,5
RENT,66000,,0,9
n/a,46000,small_business,,7
RENT,55000,debt_consolidation,2,7
RENT,2e+05,debt_consolidation,1,29
MORTGAGE,, ,0,7
MORTGAGE,38000,debt_consolidation,3,32
MORTGAGE,49200,n/a,1,9
RENT,50000,other,2,
RENT,70000,debt_consolidation,3,14
MORTGAGE,46500,debt_consolidation,1,11
MORTGAGE,60000,debt_consolidation,0,7
OWN,29120,credit_card,0,6
RENT,38200, ,,25
RENT,38400,credit_card,2,6
MORTGAGE,126000,debt_consolidation,0,
RENT,,n/a,2,5
"",64548,other,0,11
RENT,120000,n/a,0,5
RENT,75000,debt_consolidation,0,
MORTGAGE,25000,small_business,0,
"",31000,other,3,7
 ,64000, ,1,9
RENT,78000,debt_consolidation,3,5
n/a,12000,credit_card,0,6
RENT,165000,debt_consolidation,0,5
RENT,, ,1,
MORTGAGE,38000,debt_consolidation,0,11
RENT,63000,debt_consolidation,1,
RENT,80896.8,debt_consolidation,0,10
RENT,125000,n/a,1,15
RENT,50000,debt_consolidation,1,8
MORTGAGE,49000,"",1,
RENT,,,0,
MORTGAGE,,credit_card,1,17
RENT,,debt_consolidation,2,8
RENT,, ,1,6
RENT,59000,n/a,0,
MORTGAGE,80000,credit_card,1,5
RENT,,debt_consolidation,1,
,,debt_consolidation,0,
n/a,,debt_consolidation,0,12
"",76000,debt_consolidation,1,6
RENT,59000,debt_consolidation,1,
MORTGAGE,68232, ,0,26
OWN,15000,debt_consolidation,0,16
n/a,65000,debt_consolidation,5,
 ,42000,debt_consolidation,0,
MORTGAGE,75000,car,1,
RENT,,debt_consolidation,2,15
RENT,65000,debt_consolidation,0,9
RENT,,vacation,0,2
MORTGAGE,130000,n/a,1,15
n/a,50000,home_improvement,5,17
 ,100800,"",1,12
RENT,50000,,1,12
RENT,,credit_card,,11
RENT,74000,debt_consolidation,2,
MORTGAGE,61000, ,0,8
MORTGAGE,88000,home_improvement,2,11
RENT,, ,1,
OWN,60000,other,2,5
n/a,60000,wedding,1,7
MORTGAGE,75000,house,3,
MORTGAGE,124800,car,3,
MORTGAGE,28776,home_improvement,,5
MORTGAGE,,other,0,8
MORTGAGE,76800,"",2,
"",,car,0,12
MORTGAGE,96000,debt_consolidation,0,13
MORTGAGE,,major_purchase,1,13
RENT,, ,0,5
n/a,62208,debt_consolidation,2,8
OWN,60000,debt_consolidation,,9
MORTGAGE,60000,n/a,0,4
RENT,,debt_consolidation,1,9
 ,56033,"",1,15
MORTGAGE,45000,major_purchase,0,
RENT,,other,0,14
n/a,175000,credit_card,,5
RENT,77000,debt_consolidation,2,16
n/a,80000,debt_consolidation,2,14
OWN,,debt_consolidation,0,
MORTGAGE,,home_improvement,1,21
RENT,42000, ,1,5
,37200,other,0,
,104000,debt_consolidation,2,15
RENT,70000,debt_consolidation,0,12
MORTGAGE,74000,debt_consolidation,0,8
RENT,68000,debt_consolidation,2,6
MORTGAGE,,debt_consolidation,0,
MORTGAGE,,,1,
,34992,debt_consolidation,3,15
MORTGAGE,120000,credit_card,0,16
MORTGAGE,47000,debt_consolidation,1,12
MORTGAGE,84000,credit_card,2,6
n/a,42000,debt_consolidation,,13
RENT,27000,small_business,0,17
MORTGAGE,90000,n/a,0,13
OWN,39000,debt_consolidation,0,4
RENT,65000,small_business,,4
MORTGAGE,294000,small_business,,6
"",33000,debt_consolidation,0,9
MORTGAGE,, ,0,
MORTGAGE,80000,credit_card,0,7
RENT,30000,"",0,6
 ,68736,other,1,5
n/a,74000,debt_consolidation,1,12
MORTGAGE,105687.5,debt_consolidation,1,13
RENT,14898,debt_consolidation,1,
OWN,106870,credit_card,1,11
RENT,33600,,0,12
RENT,60000,,1,9
MORTGAGE,78840,n/a,0,10
RENT,86000,wedding,1,6
 ,,debt_consolidation,3,
OWN,70000,debt_consolidation,0,
n/a,,,1,
RENT,,debt_consolidation,0,
,97000,"",1,10
n/a,18000,n/a,2,4
 ,36100,credit_card,0,3
MORTGAGE,60000,debt_consolidation,,18
OWN,65000, ,,11
MORTGAGE,140000, ,0,24
RENT,,moving,,21
RENT,30000,other,0,8
"",132000,other,6,7
MORTGAGE,19200,debt_consolidation,1,3
 ,,other,1,11
MORTGAGE,16800,vacation,0,
OWN,50000,debt_consolidation,0,4
MORTGAGE,135000,debt_consolidation,0,6
RENT,,"",1,4
RENT,60000,debt_consolidation,3,8
MORTGAGE,42000,,3,14
MORTGAGE,102000,debt_consolidation,0,19
RENT,42000,,0,
 ,,debt_consolidation,0,
 ,60000,n/a,0,
"",150000,small_business,1,19
MORTGAGE,69200,n/a,4,10
RENT,28800,car,1,3
RENT,15600,major_purchase,1,8
MORTGAGE,2e+05,debt_consolidation,2,11
MORTGAGE,66936,debt_consolidation,4,
MORTGAGE,41000,major_purchase,0,6
MORTGAGE,90000,car,1,7
MORTGAGE,,debt_consolidation,0,
MORTGAGE,58000,,1,
MORTGAGE,60000,debt_consolidation,0,14
RENT,31200,house,2,3
n/a,75000,"",0,
MORTGAGE,,debt_consolidation,0,
RENT,60000,debt_consolidation,3,15
OWN,,"",1,11
MORTGAGE,135000, ,0,5
RENT,,debt_consolidation,0,
MORTGAGE,32000,other,3,11
RENT,40000, ,2,
MORTGAGE,5e+05,"",3,
MORTGAGE,3e+05,other,2,5
MORTGAGE,25500,home_improvement,0,
MORTGAGE,57188,debt_consolidation,1,9
RENT,56400,debt_consolidation,1,
MORTGAGE,56400,,0,11
RENT,43000,,3,2
,,n/a,0,12
"",93000,home_improvement,0,9
RENT,44000,credit_card,0,9
MORTGAGE,83004,home_improvement,,
MORTGAGE,110000,,0,10
MORTGAGE,80000,,0,
MORTGAGE,110000, ,0,
 ,75000,n/a,1,7
MORTGAGE,55000,credit_card,0,11
RENT,70596,,2,11
RENT,86000,debt_consolidation,3,12
RENT,35000,debt_consolidation,0,8
MORTGAGE,33000,debt_consolidation,,3
MORTGAGE,31000,,1,9
OWN,95000,major_purchase,1,12
MORTGAGE,25500,credit_card,2,7
MORTGAGE,60000,debt_consolidation,0,12
RENT,,n/a,0,6
MORTGAGE,54000,home_improvement,3,9
"",36000,"",,5
RENT,46900,debt_consolidation,2,6
RENT,155000,"",1,7
RENT,61368,debt_consolidation,,
RENT,70000,debt_consolidation,1,9
MORTGAGE,38000,debt_consolidation,2,
RENT,63000,"",2,11
MORTGAGE,55000,house,0,6
RENT,92000,debt_consolidation,0,8
RENT,77000,debt_consolidation,,3
RENT,108000,small_business,0,4
RENT,49152, ,,10
MORTGAGE,81600,debt_consolidation,,17
,116000, ,2,18
,124000,credit_card,0,
RENT,,credit_card,0,11
 ,68000,"",1,6
MORTGAGE,,debt_consolidation,1,16
MORTGAGE,106000,home_improvement,0,8
MORTGAGE,25000,small_business,0,
MORTGAGE,88000,debt_consolidation,0,9
RENT,50000,,1,12
"",32500,moving,2,2
RENT,54000,debt_consolidation,,3
 ,,moving,3,13
MORTGAGE,100995,n/a,0,10
OWN,22800,"",1,8
"",,other,1,2
RENT,35000,credit_card,0,7
MORTGAGE,55000,debt_consolidation,0,2
OWN,60000,car,2,4
MORTGAGE,68000,credit_card,0,13
RENT,42000,car,0,6
,43200,debt_consolidation,2,6
"",55000,debt_consolidation,3,11
RENT,45000,debt_consolidation,1,
RENT,70900,n/a,0,
OWN,82000,debt_consolidation,2,7
RENT,88000,n/a,3,10
MORTGAGE,130000,"",4,11
MORTGAGE,130900,,2,10
RENT,21300,n/a,1,13
OWN,115000,n/a,2,7
MORTGAGE,45000,n/a,0,16
MORTGAGE,120000,debt_consolidation,0,6
MORTGAGE,50000,n/a,0,
RENT,28800,small_business,2,7
RENT,25200,"",0,5
,,house,0,6
RENT,52500,"",2,
MORTGAGE,97000, ,2,
RENT,,"",,17
RENT,40800,medical,,6
MORTGAGE,54000, ,0,10
RENT,,debt_consolidation,1,
"",52000, ,1,9
MORTGAGE,74000,major_purchase,2,10
MORTGAGE,33000,debt_consolidation,2,
MORTGAGE,105000,credit_card,0,
"",72000,debt_consolidation,0,12
MORTGAGE,43400,n/a,,18
RENT,,wedding,0,5
MORTGAGE,,"",1,15
RENT,,debt_consolidation,0,8
RENT,20485,credit_card,2,6
RENT,72000,credit_card,0,7
 ,38500,debt_consolidation,0,
MORTGAGE,1e+05,debt_consolidation,0,8
RENT,45000,other,2,11
MORTGAGE,48000,medical,2,11
 ,57600,debt_consolidation,3,8
RENT,83200,debt_consolidation,1,10
RENT,50000,,3,6
RENT,54000,credit_card,0,10
"",65004,other,0,9
MORTGAGE,60000,major_purchase,0,13
RENT,61000,debt_consolidation,0,
MORTGAGE,180000,"",0,20
MORTGAGE,125000,home_improvement,2,
MORTGAGE,70000,credit_card,0,7
RENT,115154.16,other,0,13
RENT,24000,major_purchase,2,7
RENT,19200,debt_consolidation,0,6
MORTGAGE,80000,debt_consolidation,,
 ,60000,debt_consolidation,2,
MORTGAGE,47689.56,home_improvement,1,7
MORTGAGE,64140,debt_consolidation,3,
MORTGAGE,,credit_card,0,4
,45000,vacation,0,6
RENT,57000,n/a,1,7
RENT,,other,0,8
RENT,41000,renewable_energy,,
MORTGAGE,,debt_consolidation,0,
MORTGAGE,, ,3,
MORTGAGE,110000,debt_consolidation,2,
OWN,,"",,13
"",49000,wedding,1,10
RENT,112140,n/a,2,
n/a,,small_business,0,5
RENT,74400,debt_consolidation,0,5
n/a,,wedding,0,
 ,43392,debt_consolidation,,9
MORTGAGE,,n/a,0,8
MORTGAGE,73000,home_improvement,0,8
RENT,92700,credit_card,1,16
,24000, ,0,4
"",,debt_consolidation,0,16
MORTGAGE,51600, ,1,14
n/a,38720.64,,0,7
MORTGAGE,275000,other,0,9
RENT,40000,other,1,
RENT,50000, ,2,
"",60000,debt_consolidation,0,
MORTGAGE,50000, ,2,7
n/a,44000,debt_consolidation,1,12
MORTGAGE,,other,0,
 ,50000,medical,0,23
RENT,,major_purchase,,4
RENT,25000, ,0,3
 ,50000,,,
MORTGAGE,64800,medical,0,
RENT,55000,"",0,
RENT,123000,home_improvement,0,7
MORTGAGE,120000,debt_consolidation,0,7
RENT,15889.2,debt_consolidation,3,10
MORTGAGE,86400,debt_consolidation,2,6
MORTGAGE,43200,,,5
RENT,,debt_consolidation,2,
RENT,91000,debt_consolidation,2,12
RENT,206000,debt_consolidation,1,11
MORTGAGE,,other,2,5
 ,33000,,0,3
OWN,,other,2,9
 ,35000,debt_consolidation,1,
RENT,125004,other,,10
RENT,145000,other,0,
"",65000,debt_consolidation,1,21
OWN,24000,house,3,7
n/a,,debt_consolidation,3,8
MORTGAGE,55000,n/a,1,
RENT,,"",0,9
MORTGAGE,60984,credit_card,1,9
OWN,140000,"",2,
,32000,major_purchase,1,10
OWN,24000,n/a,,7
 ,1e+05,debt_consolidation,0,13
MORTGAGE,40000,small_business,0,
n/a,79000,debt_consolidation,2,5
MORTGAGE,41000,debt_consolidation,1,14
RENT,32340,debt_consolidation,0,
MORTGAGE,70000,debt_consolidation,0,5
,72000,credit_card,0,
MORTGAGE,48000,debt_consolidation,,4
MORTGAGE,47500,debt_consolidation,1,
MORTGAGE,36000,debt_consolidation,0,9
MORTGAGE,2e+05,debt_consolidation,,12
MORTGAGE,126000,debt_consolidation,0,7
RENT,82060.56,wedding,0,
MORTGAGE,132000, ,0,
RENT,88000,n/a,4,5
MORTGAGE,81000,debt_consolidation,0,10
MORTGAGE,95000,debt_consolidation,0,13
,75000,small_business,3,
 ,,,0,17
n/a,,n/a,,7
MORTGAGE,1e+05,"",0,9
n/a,31000,credit_card,,12
RENT,75000,,2,9
RENT,56000,debt_consolidation,,
RENT,82350,debt_consolidation,0,6
 ,61200, ,0,
"",57000,small_business,1,4
MORTGAGE,73000,"",0,
MORTGAGE,67000,debt_consolidation,1,
MORTGAGE,65000,vacation,0,
RENT,40000,debt_consolidation,3,
RENT,45000,n/a,3,13
n/a,46000,debt_consolidation,1,5
 ,66996,other,1,21
RENT,80000,debt_consolidation,2,
"",73000,,0,10
,62000,home_improvement,1,
n/a,,debt_consolidation,1,11
RENT,38000,credit_card,0,4
 ,40000,,0,
RENT,30000,,0,9
 ,42000,other,2,
RENT,50000,debt_consolidation,,4
MORTGAGE,37000,debt_consolidation,2,5
RENT,,debt_consolidation,0,
MORTGAGE,,home_improvement,0,8
"",, ,2,21
RENT,1e+05,wedding,0,5
RENT,26000,debt_consolidation,2,6
RENT,,renewable_energy,2,4
MORTGAGE,75000,debt_consolidation,2,10
RENT,61200,credit_card,0,12
RENT,,other,2,9
RENT,,debt_consolidation,2,7
MORTGAGE,58000,debt_consolidation,1,
MORTGAGE,204000,debt_consolidation,2,10
MORTGAGE,,debt_consolidation,1,8
"",60000,,0,12
RENT,,,0,5
RENT,48000,,2,23
MORTGAGE,72000,small_business,3,13
 ,,n/a,0,8
MORTGAGE,,n/a,,
RENT,40000,other,2,11
MORTGAGE,,home_improvement,1,23
RENT,72000,debt_consolidation,1,12
 ,51600,major_purchase,0,3
RENT,35000,,0,8
MORTGAGE,82248,house,1,11
RENT,75000,other,0,
n/a,80000,major_purchase,,
MORTGAGE,50000,debt_consolidation,2,
RENT,60156,n/a,0,11
MORTGAGE,220000,"",3,9
MORTGAGE,62000,small_business,4,
MORTGAGE,66996,debt_consolidation,0,6
MORTGAGE,90000,debt_consolidation,0,7
MORTGAGE,46551,debt_consolidation,1,
RENT,92000,major_purchase,0,4
MORTGAGE,9240,car,0,2
MORTGAGE,110000,moving,0,
MORTGAGE,,debt_consolidation,2,12
RENT,42000,debt_consolidation,0,7
OWN,29553,major_purchase,0,11
MORTGAGE,135000,debt_consolidation,0,7
RENT,65000,debt_consolidation,2,9
MORTGAGE,35000, ,1,9
RENT,65000,wedding,0,
 ,62100,credit_card,1,
MORTGAGE,83000,debt_consolidation,1,6
,47000,n/a,1,9
MORTGAGE,52000,debt_consolidation,0,6
RENT,55000,debt_consolidation,1,11
n/a,57000,small_business,0,
MORTGAGE,147000,"",0,17
MORTGAGE,70000,credit_card,3,12
MORTGAGE,28000,debt_consolidation,0,
MORTGAGE,115000,debt_consolidation,2,
RENT,160000,debt_consolidation,,19
RENT,30000,debt_consolidation,0,7
RENT,50000,debt_consolidation,0,17
MORTGAGE,,major_purchase,1,10
MORTGAGE,,debt_consolidation,,9
RENT,74520,debt_consolidation,0,14
RENT,125000,debt_consolidation,1,10
 ,120000,n/a,3,25
 ,,,1,11
 ,80000,debt_consolidation,1,9
MORTGAGE,73000,home_improvement,0,
RENT,72000,credit_card,3,
RENT,,medical,2,10
MORTGAGE,95000,debt_consolidation,2,13
RENT,50000,n/a,0,
RENT,115000,debt_consolidation,0,9
RENT,41000,debt_consolidation,1,9
RENT,78000,small_business,0,4
n/a,160000,home_improvement,3,21
RENT,,debt_consolidation,1,5
MORTGAGE,144000,major_purchase,2,18
n/a,18000,debt_consolidation,1,6
RENT,59520,debt_consolidation,0,
 ,68000,n/a,0,
MORTGAGE,113000,debt_consolidation,0,6
 ,40000,n/a,,7
 ,55000,moving,1,12
OWN,53400,n/a,0,11
"",70000, ,0,7
MORTGAGE,53148,debt_consolidation,3,10
RENT,35000,wedding,1,8
MORTGAGE,,wedding,0,7
RENT,46000,debt_consolidation,0,
MORTGAGE,34200,debt_consolidation,3,
MORTGAGE,63000,debt_consolidation,0,5
OWN,80000,"",1,
 ,117500,debt_consolidation,0,
n/a,120000,,1,7
,90000,"",0,11
n/a,70000,n/a,2,8
RENT,47000, ,0,5
MORTGAGE,75000,home_improvement,0,
RENT,36000,other,3,
